,full_name,selling_price,year,km_driven,fuel_type,transmission_type,company
8950,Mahindra Bolero 2011-2019,345000,2013,65784,Diesel,Manual,Mahindra
8951,Datsun GO T,335000,2016,40000,Petrol,Manual,Hyundai
8952,Toyota Innova 2.5,650000,2011,89000,Diesel,Manual,Maruti
8953,Hyundai Santro GLS,80000,2006,100000,Petrol,Manual,Skoda
8954,Mahindra Bolero 2011-2019,610000,2016,120000,Diesel,Manual,Hyundai
8955,Hyundai Grand i10,550000,2019,4800,Petrol,Manual,Maruti
8956,Maruti Swift VXI,350000,2016,40000,Petrol,Manual,BMW
8957,Skoda Rapid 1.5,950000,2019,35000,Diesel,Manual,Chevrolet
8958,Hyundai i20 2015-2017,745000,2017,12000,Petrol,Manual,BMW
8959,Maruti Alto 800,350000,2020,11000,Petrol,Manual,Mahindra
8960,BMW X1 sDrive20d,1050000,2011,88831,Diesel,Automatic,Honda
8961,Chevrolet Aveo 1.4,260000,2007,79000,Petrol,Manual,Chevrolet
8962,BMW X5 xDrive,4000000,2015,75000,Diesel,Automatic,Maruti
8963,Mahindra XUV500 AT,1600000,2017,50000,Diesel,Automatic,Honda
8964,Honda City i,850000,2016,60000,Petrol,Manual,Skoda
8965,Chevrolet Cruze LTZ,311000,2011,100000,Diesel,Automatic,Mahindra
8966,Maruti Swift Dzire,465000,2016,84000,Diesel,Manual,Mahindra
8967,Honda CR-V 2.4,600000,2008,120000,Petrol,Automatic,Hyundai
8968,Skoda Octavia Ambiente,200000,2003,120340,Diesel,Manual,Maruti
8969,Mahindra XUV500 W11,1650000,2018,35000,Diesel,Manual,Renault
8970,Mahindra TUV 300,650000,2017,74000,Diesel,Manual,Renault
8971,Hyundai Grand i10,480000,2016,80000,Diesel,Manual,Hyundai
8972,Maruti Wagon R,341000,2015,72000,Petrol,Manual,Maruti
8973,Renault KWID RXL,229999,2016,53000,Petrol,Manual,Toyota
8974,Renault KWID RXT,250000,2016,35000,Petrol,Manual,Mahindra
8975,Hyundai i20 1.4,450000,2012,100000,Diesel,Manual,Hyundai
8976,Maruti Ciaz ZDi,850000,2016,40000,Diesel,Manual,Honda
8977,Toyota Innova 2.5,975000,2016,70001,Diesel,Manual,Volkswagen
8978,Mahindra Bolero Power,790000,2020,30000,Diesel,Manual,Maruti
8979,Hyundai i20 Sportz,681000,2016,32959,Diesel,Manual,Volkswagen
8980,Honda Jazz V,550000,2017,34000,Petrol,Automatic,Maruti
8981,Volkswagen Vento 2013-2015,400000,2013,45000,Petrol,Manual,Chevrolet
8982,Maruti Celerio X,575000,2019,18500,Petrol,Automatic,Nissan
8983,Volkswagen Polo 1.2,350000,2013,59000,Petrol,Manual,Maruti
8984,Maruti Ritz VDi,199000,2011,35000,Diesel,Manual,Toyota
8985,Chevrolet Beat LT,120000,2011,80000,Petrol,Manual,BMW
8986,Nissan Terrano XL,425000,2014,78000,Diesel,Manual,BMW
8987,Maruti Celerio LXI,400000,2016,50000,Petrol,Manual,Hyundai
8988,Toyota Fortuner 4x2,1375000,2013,107030,Diesel,Manual,Maruti
8989,BMW 3 Series,1150000,2011,35000,Diesel,Automatic,Toyota
8990,BMW X1 sDrive,3000000,2018,34000,Diesel,Automatic,Volkswagen
8991,Hyundai Xcent 1.2,380000,2017,105000,Diesel,Manual,Datsun
8992,Maruti Alto K10,200000,2012,25000,Petrol,Manual,Hyundai
8993,Toyota Corolla Altis,430000,2010,150420,Petrol,Automatic,Maruti
8994,Volkswagen Polo Petrol,380000,2011,70000,Petrol,Manual,Hyundai
8995,Datsun GO T,225000,2015,30000,Petrol,Manual,Toyota
8996,Hyundai Verna VTVT,900000,2018,44000,Petrol,Manual,Volkswagen
8997,Maruti Swift Dzire,375000,2018,100000,Petrol,Manual,Nissan
8998,Hyundai Xcent 1.2,475000,2017,60000,Petrol,Manual,Toyota
8999,Toyota Innova 2.5,675000,2010,163876,Diesel,Manual,Maruti
9000,Volkswagen Ameo 1.2,390000,2016,40000,Petrol,Manual,Maruti
9001,Nissan Sunny Diesel,341000,2014,37000,Diesel,Manual,Datsun
9002,Toyota Innova 2.5,750000,2013,151000,Diesel,Manual,Maruti
9003,Maruti Swift Dzire,610000,2019,20000,Petrol,Manual,Mahindra
9004,Maruti Dzire VXI,280000,2009,91200,Petrol,Manual,Chevrolet
9005,Datsun redi-GO T,250000,2017,50500,Petrol,Manual,Renault
9006,Maruti Alto K10,355000,2019,5000,Petrol,Manual,Hyundai
9007,Mahindra Scorpio S11,1520000,2018,38500,Diesel,Manual,Audi
9008,Chevrolet Aveo U-VA,145000,2010,26000,Petrol,Manual,Mahindra
9009,Renault KWID RXT,270000,2016,60000,Petrol,Manual,Mercedes-Benz
9010,Hyundai EON LPG,210000,2015,90000,LPG,Manual,Hyundai
9011,Audi A5 Sportback,4300000,2017,14800,Diesel,Automatic,Jaguar
9012,Mahindra TUV 300,735000,2016,58350,Diesel,Manual,Maruti
9013,Mercedes-Benz B-Class B200,1400000,2013,54000,Diesel,Automatic,Maruti
9014,Hyundai i20 1.4,455000,2013,77000,Diesel,Manual,Audi
9015,Jaguar XF 2.2,2400000,2015,52353,Diesel,Automatic,Honda
9016,Maruti Swift Dzire,560000,2015,32524,Petrol,Manual,Hyundai
9017,Maruti Ertiga SHVS,800000,2017,60000,Diesel,Manual,Tata
9018,Audi A6 2.0,1750000,2012,77000,Diesel,Automatic,Honda
9019,Honda Amaze VX,490000,2013,65675,Diesel,Manual,Maruti
9020,Hyundai EON Era,190000,2013,32000,Petrol,Manual,Maruti
9021,Tata Tiago 1.2,285000,2016,70000,Petrol,Manual,Tata
9022,Honda City i,349000,2012,47321,Petrol,Manual,Maruti
9023,Maruti Ciaz VDI,484999,2016,42564,Diesel,Manual,Honda
9024,Maruti Baleno Alpha,585000,2016,30000,Diesel,Manual,Volkswagen
9025,Tata Nexon 1.2,675000,2019,18593,Petrol,Manual,Datsun
9026,Maruti 800 AC,45000,2003,60000,Petrol,Manual,Maruti
9027,Honda City i,550000,2014,90000,Diesel,Manual,Maruti
9028,Volkswagen Ameo 1.0,465000,2018,13200,Petrol,Manual,Maruti
9029,Datsun GO T,180000,2016,70000,Petrol,Manual,Hyundai
9030,Maruti Baleno Alpha,700000,2020,25000,Petrol,Manual,Honda
9031,Maruti Ertiga BSIV,725000,2016,21600,Petrol,Manual,Hyundai
9032,Maruti Swift Dzire,350000,2012,60000,Petrol,Manual,Ford
9033,Hyundai Xcent 1.2,550000,2019,50000,Diesel,Manual,Mercedes-Benz
9034,Honda City i,675000,2014,63339,Diesel,Manual,Datsun
9035,Hyundai EON Era,199000,2014,38000,Petrol,Manual,Renault
9036,Ford Classic 1.4,350000,2014,80000,Diesel,Manual,Maruti
9037,Mercedes-Benz GL-Class 350,3700000,2015,115000,Diesel,Automatic,Honda
9038,Datsun RediGO T,285000,2016,18000,Petrol,Manual,Mercedes-Benz
9039,Renault Pulse RxL,250000,2013,143746,Diesel,Manual,Maruti
9040,Maruti Swift Dzire,380000,2013,41170,Petrol,Manual,Maruti
9041,Honda WR-V i-VTEC,749000,2018,15799,Petrol,Manual,Maruti
9042,Mercedes-Benz C-Class 220,1280000,2013,59000,Diesel,Automatic,Skoda
9043,Maruti Ritz VXI,250000,2013,59000,Petrol,Manual,Maruti
9044,Maruti Swift VDI,475000,2015,45000,Diesel,Manual,Hyundai
9045,Maruti Swift Dzire,600000,2018,40000,Petrol,Manual,Maruti
9046,Skoda Octavia 2.0,1399000,2017,31001,Diesel,Automatic,Tata
9047,Maruti Wagon R,315000,2016,21517,Petrol,Manual,Hyundai
9048,Hyundai Xcent 1.2,450000,2018,30000,Petrol,Manual,Honda
9049,Maruti Swift Dzire,375000,2013,50000,Petrol,Manual,Ford
9050,Tata Nano Cx,50000,2012,5000,Petrol,Manual,Ford
9051,Hyundai Creta 1.6,1235000,2018,10000,Petrol,Manual,Maruti
9052,Honda Amaze VX,715000,2016,44340,Diesel,Manual,Maruti
9053,Ford Ecosport 2015-2021,550000,2015,36497,Diesel,Manual,Maruti
9054,Ford Figo Diesel,229999,2011,90000,Diesel,Manual,Maruti
9055,Maruti A Star,250000,2013,45898,Petrol,Manual,Hyundai
9056,Maruti Swift Dzire,280000,2010,46100,Petrol,Automatic,Maruti
9057,Maruti Ciaz 1.3,650000,2017,35700,Diesel,Manual,Ford
9058,Maruti Swift Dzire,550000,2018,35000,Petrol,Manual,Maruti
9059,Hyundai Xcent 1.2,650000,2018,22150,Diesel,Manual,Ford
9060,Maruti Ertiga ZDI,700000,2014,119000,Diesel,Manual,Maruti
9061,Ford Endeavour 3.0L,750000,2010,80000,Diesel,Automatic,Mitsubishi
9062,Maruti Wagon R,200000,2009,48192,Petrol,Manual,Honda
9063,Ford Ecosport 2015-2021,1100000,2018,53000,Diesel,Manual,Renault
9064,Maruti Swift Dzire,500000,2015,120000,Diesel,Manual,Maruti
9065,Mitsubishi Pajero Sport,890000,2013,151000,Diesel,Manual,Maruti
9066,Honda City i,575000,2014,80000,Diesel,Manual,Maruti
9067,Renault Duster 110PS,375000,2012,50000,Diesel,Manual,Mahindra
9068,Maruti Alto 800,310000,2017,15554,Petrol,Manual,Maruti
9069,Maruti Swift VDI,525000,2016,86448,Diesel,Manual,Hyundai
9070,Maruti Swift Vdi,204999,2010,87000,Diesel,Manual,Tata
9071,Mahindra XUV500 W6,850000,2015,110000,Diesel,Manual,Honda
9072,Maruti Swift Dzire,500000,2015,60000,Diesel,Manual,Honda
9073,Hyundai Verna 1.6,825000,2017,23211,Diesel,Manual,Mahindra
9074,Tata Indica GLS,100000,2007,20000,Petrol,Manual,Maruti
9075,Honda Amaze VX,725000,2019,16000,Petrol,Manual,Renault
9076,Honda City i,750000,2017,80000,Diesel,Manual,Honda
9077,Mahindra KUV 100,580000,2016,30000,Diesel,Manual,Honda
9078,Maruti Wagon R,220000,2011,57000,CNG,Manual,Maruti
9079,Renault Fluence E4,500000,2014,82000,Diesel,Manual,Hyundai
9080,Honda City i,500000,2014,233000,Diesel,Manual,Volkswagen
9081,Honda City E,380000,2012,29512,Petrol,Manual,Maruti
9082,Maruti Swift Dzire,450000,2014,100000,Diesel,Manual,Ford
9083,Hyundai Grand i10,409999,2015,39000,Petrol,Manual,Honda
9084,Volkswagen Vento Diesel,285000,2010,41000,Diesel,Manual,Chevrolet
9085,Maruti Alto K10,285000,2015,42000,Petrol,Manual,Hyundai
9086,Ford Ecosport 2015-2021,650000,2016,50000,Diesel,Manual,Hyundai
9087,Honda Jazz S,280000,2010,42000,Petrol,Manual,Maruti
9088,Chevrolet Aveo U-VA,135000,2011,56405,Petrol,Manual,Skoda
9089,Hyundai i10 Magna,210000,2012,80000,Petrol,Manual,Hyundai
9090,Hyundai EON Era,250000,2017,40000,Petrol,Manual,Chevrolet
9091,Maruti Wagon R,310000,2015,60000,Petrol,Manual,Hyundai
9092,Skoda Superb 1.8,375000,2010,50000,Petrol,Automatic,Hyundai
9093,Hyundai Verna 1.6,569000,2015,30337,Petrol,Manual,Volkswagen
9094,Chevrolet Beat LS,245000,2015,90000,Petrol,Manual,OpelCorsa
9095,Hyundai i20 1.4,625000,2018,39000,Diesel,Manual,Maruti
9096,Hyundai Santro Xing,95000,2007,40000,Petrol,Manual,Hyundai
9097,Volkswagen CrossPolo 1.2,499000,2016,14000,Petrol,Manual,Toyota
9098,OpelCorsa 1.4Gsi,150000,2004,110000,Petrol,Manual,Honda
9099,Maruti Vitara Brezza,810000,2017,40000,Diesel,Manual,Maruti
9100,Hyundai Accent GLS,200000,2013,34000,Petrol,Manual,Hyundai
9101,Toyota Innova Crysta,1875000,2018,40000,Diesel,Manual,Tata
9102,Honda Jazz 1.5,490000,2016,19000,Diesel,Manual,Maruti
9103,Maruti Vitara Brezza,825000,2016,75000,Diesel,Manual,Honda
9104,Hyundai Verna 1.6,650000,2016,48000,Diesel,Manual,Ford
9105,Tata Tiago 1.05,350000,2018,40000,Diesel,Manual,Hyundai
9106,Maruti Ciaz ZDi,530000,2015,103000,Diesel,Manual,Maruti
9107,Honda WR-V i-DTEC,825000,2018,15797,Diesel,Manual,Ambassador
9108,Ford Ecosport 2015-2021,650000,2017,115000,Diesel,Manual,Tata
9109,Hyundai Santro Xing,85000,2006,60000,Petrol,Automatic,Maruti
9110,Maruti Ritz VXI,290000,2010,390000,Petrol,Manual,Honda
9111,Ambassador Classic 2000,150000,2012,100000,Diesel,Manual,Maruti
9112,Tata Safari Storme,1270000,2019,30000,Diesel,Manual,Maruti
9113,Maruti Vitara Brezza,849000,2018,31000,Diesel,Automatic,Maruti
9114,Honda Amaze S,399000,2013,47277,Diesel,Manual,Maruti
9115,Maruti Ciaz ZDi,600000,2016,28963,Diesel,Manual,Hyundai
9116,Maruti Swift Dzire,650000,2017,31000,Petrol,Manual,Maruti
9117,Maruti Wagon R,150000,2005,29957,Petrol,Manual,Honda
9118,Maruti Ertiga SHVS,670000,2016,44160,Diesel,Manual,Maruti
9119,Hyundai EON D,200000,2014,20000,Petrol,Manual,Volkswagen
9120,Maruti Swift Dzire,325000,2012,55000,Diesel,Manual,Ford
9121,Honda Jazz 1.2,560000,2015,51000,Petrol,Automatic,Renault
9122,Maruti Swift Dzire,535000,2016,23211,Petrol,Manual,Hyundai
9123,Volkswagen Polo 2015-2019,425000,2015,23569,Petrol,Manual,Renault
9124,Ford Ecosport 1.5,425000,2014,95000,Diesel,Manual,Maruti
9125,Renault KWID Climber,350000,2017,15000,Petrol,Manual,Maruti
9126,Hyundai Grand i10,450000,2016,37902,Petrol,Manual,Mahindra
9127,Renault Pulse RxL,275000,2013,60000,Diesel,Manual,Maruti
9128,Maruti Omni 8,50000,1998,30000,Petrol,Manual,Hyundai
9129,Maruti Ertiga ZDI,520000,2012,90000,Diesel,Manual,Maruti
9130,Mahindra Scorpio VLS,400000,2009,120000,Diesel,Manual,Hyundai
9131,Maruti Wagon R,350000,2015,69000,CNG,Manual,Mahindra
9132,Hyundai i10 Era,260000,2011,58519,Petrol,Manual,Volkswagen
9133,Maruti Zen LX,70000,2004,36000,Petrol,Manual,Hyundai
9134,Hyundai Creta 1.6,849000,2015,65000,Diesel,Manual,Tata
9135,Mahindra XUV500 W6,875000,2015,59706,Diesel,Manual,Ford
9136,Volkswagen Ameo 1.2,500000,2016,26000,Petrol,Manual,Skoda
9137,Hyundai i20 Active,550000,2016,50000,Diesel,Manual,Audi
9138,Tata Nano Lx,85000,2011,56000,Petrol,Manual,Toyota
9139,Ford Freestyle Titanium,630000,2018,30000,Petrol,Manual,Ford
9140,Skoda Fabia 1.4,240000,2010,60000,Diesel,Manual,Honda
9141,Audi A4 30,3100000,2017,40000,Petrol,Automatic,Hyundai
9142,Toyota Etios Liva,300000,2013,76000,Petrol,Manual,Maruti
9143,Ford Ecosport 2015-2021,700000,2017,11448,Petrol,Manual,Volkswagen
9144,Honda WR-V Edge,725000,2017,31031,Diesel,Manual,Maruti
9145,Hyundai Grand i10,450000,2017,40813,Petrol,Manual,Honda
9146,Maruti Wagon R,275000,2012,37300,Petrol,Manual,Hyundai
9147,Volkswagen Polo 1.5,450000,2015,47000,Diesel,Manual,Ford
9148,Maruti 800 DUO,70000,2009,80000,LPG,Manual,Maruti
9149,Honda City 2017-2020,225000,2008,46252,Petrol,Manual,Maruti
9150,Hyundai Grand i10,575000,2019,35000,Diesel,Manual,Maruti
9151,Ford Fiesta Classic,270000,2011,96315,Diesel,Manual,Hyundai
9152,Maruti Omni 8,125000,2011,35000,Petrol,Manual,Mahindra
9153,Maruti Alto 800,300000,2018,5000,Petrol,Manual,Honda
9154,Maruti Swift Dzire,395000,2014,33000,Petrol,Manual,Maruti
9155,Hyundai i20 Sportz,625000,2016,52000,Diesel,Manual,Maruti
9156,Mahindra TUV 300,695000,2016,58000,Diesel,Manual,Ford
9157,Honda City 1.5,379000,2012,55000,Petrol,Manual,Maruti
9158,Maruti Swift VDI,425000,2012,76000,Diesel,Manual,BMW
9159,Maruti Swift Dzire,370000,2013,90000,Diesel,Manual,Maruti
9160,Ford Aspire 1.5,615000,2017,25000,Diesel,Manual,Mercedes-Benz
9161,Maruti Swift Dzire,370000,2012,60000,Diesel,Manual,Maruti
9162,BMW X3 xDrive20d,2375000,2013,37000,Diesel,Automatic,Maruti
9163,Maruti Zen Estilo,200000,2013,37000,Petrol,Manual,Hyundai
9164,Mercedes-Benz GLE Class,3699000,2017,61000,Diesel,Automatic,Nissan
9165,Maruti Swift AMT,725000,2018,34000,Diesel,Automatic,Hyundai
9166,Maruti Eeco 7,225000,2013,18000,Petrol,Manual,Renault
9167,Hyundai i10 Magna,190000,2010,60000,Petrol,Manual,Ford
9168,Nissan Sunny Diesel,300000,2012,62000,Diesel,Manual,Hyundai
9169,Hyundai i20 Asta,535000,2016,64000,Diesel,Manual,BMW
9170,Renault Pulse RxL,350000,2015,37000,Diesel,Manual,Maruti
9171,Ford Aspire 1.5,659000,2018,57350,Diesel,Manual,Maruti
9172,Hyundai i10 Magna,270000,2012,46100,Petrol,Manual,Hyundai
9173,BMW X5 xDrive,3600000,2016,85000,Diesel,Automatic,Maruti
9174,Maruti Swift Dzire,459999,2015,25000,Petrol,Manual,Maruti
9175,Maruti SX4 Vxi,299000,2013,48000,Petrol,Manual,Maruti
9176,Hyundai Grand i10,335000,2015,30000,Diesel,Manual,Maruti
9177,Maruti Alto Std,140000,2012,21000,Petrol,Manual,Hyundai
9178,Maruti Alto K10,350000,2019,30000,Petrol,Manual,Porsche
9179,Maruti Alto 800,254999,2018,25000,Petrol,Manual,Maruti
9180,Maruti Ertiga SHVS,699000,2016,42000,Diesel,Manual,Ford
9181,Hyundai EON Era,234000,2015,20000,Petrol,Manual,Tata
9182,Porsche Boxster S,6900000,2018,18000,Petrol,Automatic,Maruti
9183,Maruti Wagon R,192000,2011,120000,Petrol,Manual,Hyundai
9184,Ford Figo Diesel,420000,2014,61000,Diesel,Manual,Hyundai
9185,Tata Nexon 1.5,715000,2019,17000,Diesel,Manual,Maruti
9186,Maruti Wagon R,120000,2006,64000,Petrol,Manual,Maruti
9187,Hyundai Creta 1.6,955000,2020,1500,Petrol,Manual,Datsun
9188,Hyundai Creta 1.6,1200000,2019,15000,Petrol,Manual,Toyota
9189,Maruti Swift ZXI,190000,2008,60000,Petrol,Manual,Hyundai
9190,Maruti Ertiga 1.5,950000,2019,40000,Diesel,Manual,Hyundai
9191,Datsun RediGO S,290000,2017,21696,Petrol,Manual,Mahindra
9192,Toyota Corolla Altis,875000,2015,18000,Petrol,Manual,Hyundai
9193,Hyundai Santro Xing,119000,2008,25000,Petrol,Manual,Toyota
9194,Hyundai Elantra CRDi,575000,2013,67000,Diesel,Manual,Hyundai
9195,Mahindra Xylo H8,550000,2014,48000,Diesel,Manual,Hyundai
9196,Hyundai Creta 1.6,1295000,2018,40000,Diesel,Manual,Maruti
9197,Toyota Innova 2.5,900000,2015,57900,Diesel,Manual,Toyota
9198,Hyundai i20 1.2,300000,2012,70000,Petrol,Manual,Nissan
9199,Hyundai Creta 1.6,1175000,2017,58000,Petrol,Manual,Hyundai
9200,Maruti Swift VDI,275000,2012,66100,Diesel,Manual,Ford
9201,Toyota Innova 2.5,590000,2006,179000,Diesel,Manual,Hyundai
9202,Nissan Terrano XL,449000,2015,36258,Petrol,Manual,Ford
9203,Hyundai Santro AT,105000,2003,63000,Petrol,Automatic,Volkswagen
9204,Ford Fiesta Classic,310000,2011,50000,Diesel,Manual,Hyundai
9205,Hyundai EON Magna,270000,2013,39000,Petrol,Manual,Toyota
9206,Ford Aspire 1.2,459999,2016,55000,Petrol,Manual,Hyundai
9207,Volkswagen Jetta 2.0L,930000,2014,100000,Diesel,Automatic,Maruti
9208,Hyundai Verna 1.6,530000,2013,90000,Diesel,Manual,Fiat
9209,Toyota Etios Liva,250000,2012,90000,Petrol,Manual,Honda
9210,Hyundai i20 Asta,640000,2017,41394,Petrol,Manual,Volkswagen
9211,Maruti Celerio VXI,370000,2014,27027,Petrol,Manual,Maruti
9212,Fiat Punto 1.3,275000,2013,79000,Diesel,Manual,Maruti
9213,Honda Mobilio V,525000,2015,55000,Petrol,Manual,Tata
9214,Volkswagen Polo Diesel,459999,2013,58000,Diesel,Manual,Maruti
9215,Maruti 800 AC,80000,2004,76000,Petrol,Manual,Audi
9216,Maruti Alto LXi,275000,2012,76154,Petrol,Manual,Honda
9217,Tata Safari Storme,525000,2014,75875,Diesel,Manual,Mahindra
9218,Maruti Wagon R,80000,2006,120000,Petrol,Manual,Hyundai
9219,Audi Q3 35,2150000,2015,68000,Diesel,Automatic,Hyundai
9220,Honda Brio V,300000,2013,29029,Petrol,Manual,Maruti
9221,Mahindra KUV 100,419000,2018,5000,Petrol,Manual,Renault
9222,Hyundai Verna Transform,199000,2010,50111,Diesel,Manual,Maruti
9223,Hyundai i10 Sportz,300000,2012,60000,Petrol,Manual,Toyota
9224,Maruti Swift Dzire,470000,2015,49000,Diesel,Manual,Honda
9225,Renault KWID 1.0,380000,2018,10000,Petrol,Manual,Volkswagen
9226,Maruti Alto 800,249000,2015,22000,Petrol,Manual,Hyundai
9227,Toyota Yaris J,950000,2019,30000,Petrol,Automatic,Tata
9228,Honda City 1.5,280000,2009,57720,Petrol,Manual,Maruti
9229,Volkswagen Ameo 1.0,500000,2019,20000,Petrol,Manual,Volkswagen
9230,Hyundai i20 Petrol,635000,2019,30000,Petrol,Manual,Mahindra
9231,Tata Tiago 1.2,425000,2017,10000,Petrol,Manual,Hyundai
9232,Maruti Swift Dzire,500000,2016,40000,Petrol,Manual,Hyundai
9233,Volkswagen Tiguan 2.0,2875000,2019,10000,Diesel,Automatic,Ford
9234,Mahindra TUV 300,819999,2017,55000,Diesel,Automatic,Maruti
9235,Hyundai EON LPG,200000,2012,50000,LPG,Manual,Hyundai
9236,Hyundai Santro Xing,150000,2008,74000,Petrol,Manual,Maruti
9237,Ford Ecosport 2015-2021,565000,2015,90000,Diesel,Manual,Maruti
9238,Maruti Swift Dzire,570000,2016,70000,Diesel,Manual,Maruti
9239,Hyundai i10 Magna,180000,2009,57000,Petrol,Manual,Tata
9240,Maruti Zen Estilo,87000,2007,80000,Petrol,Manual,Maruti
9241,Maruti Ciaz VDi,675000,2017,62320,Diesel,Manual,Chevrolet
9242,Maruti Alto 800,265000,2015,45000,Petrol,Manual,Ford
9243,Tata Hexa XM,1200000,2017,57000,Diesel,Manual,Hyundai
9244,Maruti Baleno Zeta,520000,2017,80000,Diesel,Manual,Hyundai
9245,Chevrolet Beat LT,249000,2013,3851,Petrol,Manual,BMW
9246,Ford Fiesta Classic,300000,2012,124000,Diesel,Manual,Volkswagen
9247,Hyundai Verna 1.4,169000,2011,46541,Petrol,Manual,Honda
9248,Hyundai i10 Magna,268000,2012,56468,Petrol,Manual,Hyundai
9249,BMW 3 Series,2300000,2016,12000,Diesel,Automatic,Toyota
9250,Volkswagen Polo 2015-2019,650000,2016,34000,Petrol,Automatic,Maruti
9251,Honda Amaze VX,650000,2019,2000,Petrol,Manual,Hyundai
9252,Hyundai i10 Sportz,420000,2015,15000,LPG,Manual,Honda
9253,Toyota Innova Crysta,1675000,2016,66240,Diesel,Manual,Maruti
9254,Maruti Swift Dzire,221000,2011,80000,Petrol,Manual,Toyota
9255,Hyundai Santro Xing,175000,2009,70521,LPG,Manual,Hyundai
9256,Honda City i,624000,2016,55000,Petrol,Manual,Honda
9257,Maruti Baleno Alpha,850000,2019,10000,Petrol,Automatic,Maruti
9258,Toyota Corolla AE,185000,2006,50000,Petrol,Manual,Renault
9259,Hyundai i20 1.2,245000,2010,50000,Petrol,Manual,Hyundai
9260,Honda Amaze S,525000,2016,103000,Diesel,Manual,Audi
9261,Maruti Esteem VX,100000,1998,45400,Petrol,Manual,Hyundai
9262,Renault Lodgy 110PS,650000,2015,80000,Diesel,Manual,Mahindra
9263,Hyundai i20 Active,630000,2018,40000,Diesel,Manual,Maruti
9264,Audi A3 35,1595000,2015,26500,Diesel,Automatic,Ford
9265,Hyundai Creta 1.4,750000,2015,90000,Diesel,Manual,Mahindra
9266,Mahindra XUV500 W8,700000,2013,80000,Diesel,Manual,Mahindra
9267,Maruti Alto 800,340000,2017,28000,Petrol,Manual,Maruti
9268,Ford Figo Aspire,650000,2017,83000,Diesel,Manual,Toyota
9269,Mahindra XUV500 W10,1090000,2016,80000,Diesel,Manual,Hyundai
9270,Mahindra KUV 100,385000,2016,32000,Petrol,Manual,Maruti
9271,Maruti Omni E,185000,2014,60010,Petrol,Manual,Maruti
9272,Toyota Innova 2.5,840000,2010,43221,Diesel,Manual,Hyundai
9273,Hyundai Creta 1.6,851000,2016,16000,Diesel,Manual,Datsun
9274,Maruti Swift ZXI,300000,2012,106600,Petrol,Manual,Mahindra
9275,Maruti Swift ZDI,565000,2015,89000,Diesel,Manual,Fiat
9276,Hyundai Grand i10,425000,2018,7245,Petrol,Manual,Maruti
9277,Datsun GO Plus,650000,2018,9600,Petrol,Manual,Hyundai
9278,Mahindra XUV500 W11,1550000,2019,5000,Diesel,Manual,Maruti
9279,Fiat Grande Punto,540000,2016,50000,Diesel,Manual,Toyota
9280,Maruti Alto 800,239000,2016,29289,Petrol,Manual,BMW
9281,Hyundai EON D,180000,2013,30000,Petrol,Manual,Hyundai
9282,Maruti Swift Dzire,550000,2019,27000,Petrol,Manual,Hyundai
9283,Toyota Innova 2.5,520000,2010,77000,Diesel,Manual,Datsun
9284,BMW 3 Series,1399000,2013,38132,Diesel,Automatic,Maruti
9285,Hyundai Grand i10,210000,2009,59000,Diesel,Manual,Hyundai
9286,Hyundai Santro Sportz,480000,2019,20000,Petrol,Manual,Honda
9287,Datsun RediGO A,250000,2018,50000,Petrol,Manual,Volkswagen
9288,Maruti Swift Dzire,550000,2013,145495,Diesel,Manual,Maruti
9289,Hyundai Grand i10,525000,2019,36000,Petrol,Manual,Maruti
9290,Honda Brio S,235000,2012,32099,Petrol,Manual,Renault
9291,Volkswagen Polo 2015-2019,625000,2019,12600,Petrol,Manual,Hyundai
9292,Maruti Swift Dzire,450000,2015,120000,Diesel,Manual,Datsun
9293,Maruti Swift LDI,400000,2016,130130,Diesel,Manual,Maruti
9294,Renault Duster 85PS,340000,2013,120000,Diesel,Manual,Tata
9295,Hyundai Xcent 1.2,425000,2015,36844,Petrol,Manual,Maruti
9296,Datsun RediGO Sport,300000,2017,9500,Petrol,Manual,Mahindra
9297,Maruti Swift Dzire,590000,2017,70000,Diesel,Manual,Nissan
9298,Tata Safari Storme,620000,2015,120000,Diesel,Manual,Maruti
9299,Maruti Eeco 5,425000,2020,8001,Petrol,Manual,Mahindra
9300,Mahindra Xylo D2,535000,2014,25000,Diesel,Manual,Maruti
9301,Nissan Terrano XL,525000,2016,60000,Diesel,Manual,Maruti
9302,Maruti Ertiga ZDI,610000,2014,79000,Diesel,Manual,Nissan
9303,Mahindra XUV500 W6,660000,2015,60000,Diesel,Manual,Maruti
9304,Maruti S-Cross 2017-2020,900000,2018,60000,Diesel,Manual,Honda
9305,Maruti Swift VXI,520000,2017,48148,Petrol,Manual,Skoda
9306,Nissan Sunny XE,270000,2013,43099,Petrol,Manual,Maruti
9307,Maruti Wagon R,190000,2010,25000,Petrol,Manual,Honda
9308,Honda Amaze VX,349000,2016,41200,Petrol,Manual,Maruti
9309,Skoda Fabia 1.2L,310000,2011,110844,Diesel,Manual,Ford
9310,Maruti Eeco 5,308000,2016,5000,Petrol,Manual,Fiat
9311,Honda City i,629000,2016,34000,Diesel,Manual,Maruti
9312,Maruti Swift Dzire,525000,2015,57000,Diesel,Manual,Hyundai
9313,Ford Fiesta Petrol,330000,2012,30000,Petrol,Manual,Maruti
9314,Fiat Avventura MULTIJET,550000,2015,50000,Diesel,Manual,Maruti
9315,Maruti Ciaz 1.4,795000,2017,34000,Petrol,Manual,Volkswagen
