,full_name,selling_price,year,km_driven,mileage,engine,max_power,seats,seller_type_Individual,seller_type_Trustmark Dealer,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Manual,company
11755,Honda City Corporate Edition,450000,2013,38000,16.8,1497,116.3,5,0,0,0,0,0,1,1,Honda
11756,Hyundai i10 Magna,250000,2012,45160,20.36,1197,78.9,5,0,0,0,0,0,1,1,Hyundai
11757,Hyundai Getz GLS,98000,2005,50000,15.3,1341,83,5,0,0,0,0,0,1,1,Hyundai
11758,Honda City i DTEC V,511000,2014,35000,26,1498,98.6,5,0,0,1,0,0,0,1,Honda
11759,Hyundai i10 Sportz AT,370000,2013,61500,16.95,1197,78.9,5,0,0,0,0,0,1,0,Hyundai
11760,Mahindra Bolero Power Plus SLE,620000,2018,45000,16.5,1493,70,7,1,0,1,0,0,0,1,Mahindra
11761,Maruti Swift LDI BSIV,550000,2015,50000,25.2,1248,74,5,1,0,1,0,0,0,1,Maruti
11762,Hyundai Xcent 1.2 CRDi E,380000,2018,100000,25.4,1186,73.97,5,1,0,1,0,0,0,1,Hyundai
11763,Honda Amaze S i-DTEC,549000,2019,47001,25.8,1498,98.6,5,0,0,1,0,0,0,1,Honda
11764,Ford Figo Diesel Titanium,210000,2010,80000,20,1399,68,5,1,0,1,0,0,0,1,Ford
11765,Ford Figo Diesel EXI,240000,2014,88000,20,1399,68.05,5,1,0,1,0,0,0,1,Ford
11766,Datsun RediGO AMT 1.0 S,349000,2018,14001,23,999,67,5,0,0,0,0,0,1,0,Datsun
11767,Hyundai Grand i10 AT Asta,475000,2015,69000,18.9,1197,82,5,0,0,0,0,0,1,0,Hyundai
11768,Hyundai Santro Xing GLS,150000,2008,70000,17.92,1086,62.1,5,0,0,0,0,0,1,1,Hyundai
11769,Toyota Innova Crysta 2016-2020 2.4 G Plus MT 8S BSIV,1526000,2019,50000,13.68,2393,147.8,8,1,0,1,0,0,0,1,Toyota
11770,Maruti Swift Dzire VDI,648000,2017,70000,28.4,1248,74.02,5,1,0,1,0,0,0,1,Maruti
11771,Honda City i VTEC V,785000,2016,80000,17.8,1497,117.3,5,1,0,0,0,0,1,1,Honda
11772,Maruti Swift VXI Optional,459999,2015,25000,20.4,1197,81.8,5,1,0,0,0,0,1,1,Maruti
11773,Renault KWID Climber 1.0 AMT,370000,2018,25000,24.04,999,67,5,0,0,0,0,0,1,0,Renault
11774,Ford Ecosport 2015-2021 1.5 Diesel Titanium,525000,2015,142000,21.7,1498,98.96,5,0,0,1,0,0,0,1,Ford
11775,Hyundai Xcent 1.2 Kappa S Option,525000,2014,54000,19.1,1197,81.86,5,0,0,0,0,0,1,1,Hyundai
11776,Volkswagen Vento 1.2 TSI Highline AT,1150000,2019,10000,18.19,1197,103.2,5,0,0,0,0,0,1,0,Volkswagen
11777,Maruti Eeco 5 Seater Standard BSIV,322000,2019,15000,15.37,1196,73,5,1,0,0,0,0,1,1,Maruti
11778,Skoda Rapid 1.6 MPI Ambition Plus,450000,2014,20000,15,1598,103.6,5,1,0,0,0,0,1,1,Skoda
11779,Maruti Swift Dzire VXI,500000,2016,40000,20.85,1197,83.14,5,1,0,0,0,0,1,1,Maruti
11780,Hyundai i20 Petrol Magna Era,535000,2018,25000,18.6,1197,81.86,5,1,0,0,0,0,1,1,Hyundai
11781,Honda City 1.5 V AT,400000,2011,17000,16.8,1497,118,5,1,0,0,0,0,1,0,Honda
11782,Hyundai i20 1.2 Asta Option,699000,2018,1493,18.6,1197,81.83,5,0,0,0,0,0,1,1,Hyundai
11783,Hyundai i10 Sportz 1.1L,399000,2016,48000,19.81,1086,68.05,5,0,0,0,0,0,1,1,Hyundai
11784,Hyundai i20 1.2 Asta,535000,2017,30000,17,1197,80,5,0,0,0,0,0,1,1,Hyundai
11785,Maruti Alto 800 LXI,215000,2015,48000,22.74,796,47.3,5,0,0,0,0,0,1,1,Maruti
11786,Mahindra Thar 4X4,700000,2015,58376,16.55,2498,105,7,0,0,1,0,0,0,1,Mahindra
11787,Audi Q3 2.0 TDI Quattro Premium Plus,1610000,2013,35000,15.73,1968,174.33,5,0,0,1,0,0,0,0,Audi
11788,Honda City i VTEC VX,1025000,2019,21000,17.8,1497,117.3,5,0,0,0,0,0,1,1,Honda
11789,Mahindra Bolero SLE,445000,2012,68000,13.6,2523,63,7,0,0,1,0,0,0,1,Mahindra
11790,Kia Seltos GTX Plus,1560000,2019,5000,16.1,1353,138,5,1,0,0,0,0,1,1,Kia
11791,Hyundai Elantra 2.0 SX AT,1575000,2018,13000,14.62,1999,149.92,5,1,0,0,0,0,1,0,Hyundai
11792,Mahindra Scorpio 1.99 S10,1200000,2017,51000,15.4,1997,120,7,1,0,1,0,0,0,1,Mahindra
11793,Hyundai i20 Magna,235000,2009,71000,20.35,1197,81.86,5,0,0,0,0,0,1,1,Hyundai
11794,Honda City i VTEC VX Option BL,575000,2017,55000,17.8,1497,117.3,5,0,0,0,0,0,1,1,Honda
11795,Ford Freestyle Titanium Plus Diesel BSIV,800000,2019,10000,24.4,1498,98.63,5,1,0,1,0,0,0,1,Ford
11796,Hyundai EON LPG Era Plus,210000,2013,25000,21.1,814,55.2,5,1,0,0,0,1,0,1,Hyundai
11797,Ford Fiesta 1.4 Duratorq ZXI,160000,2007,90000,17.8,1399,68,5,1,0,1,0,0,0,1,Ford
11798,Maruti Ertiga SHVS ZDI,800000,2017,60000,24.52,1248,88.5,7,1,0,1,0,0,0,1,Maruti
11799,Honda Mobilio E i DTEC,550000,2015,54000,24.2,1498,98.6,7,0,0,1,0,0,0,1,Honda
11800,Toyota Innova 2.5 VX (Diesel) 7 Seater,830000,2015,165000,12.99,2494,100.6,7,1,0,1,0,0,0,1,Toyota
11801,Maruti Ritz ZXI,225000,2011,56787,21.1,1197,85.8,5,0,0,0,0,0,1,1,Maruti
11802,Hyundai i20 1.2 Sportz Option,325000,2013,35000,17,1197,80,5,0,0,0,0,0,1,1,Hyundai
11803,Maruti Vitara Brezza VDi,725000,2016,64000,24.3,1248,88.5,5,0,0,1,0,0,0,1,Maruti
11804,Maruti Swift Dzire VXI 1.2 BS IV,625000,2018,47230,22,1197,81.8,5,0,0,0,0,0,1,1,Maruti
11805,Maruti Ciaz Delta BSIV,725000,2018,23167,21.56,1462,103.25,5,0,0,0,0,0,1,1,Maruti
11806,Maruti Ignis 1.2 Delta BSIV,425000,2017,22115,20.89,1197,81.8,5,1,0,0,0,0,1,1,Maruti
11807,Maruti Swift VXI Optional,632000,2019,38000,20.4,1197,81.8,5,0,0,0,0,0,1,1,Maruti
11808,Maruti Wagon R LXI,175000,2007,53000,21.79,998,67.05,5,0,0,0,0,0,1,1,Maruti
11809,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,1848999,2018,27000,11.36,2755,171.5,7,0,0,1,0,0,0,0,Toyota
11810,Hyundai i20 Magna,270000,2011,62540,18.5,1197,80,5,0,0,0,0,0,1,1,Hyundai
11811,Mahindra XUV500 AT W10 1.99 mHawk,1350000,2017,20000,16,1997,140,7,1,0,1,0,0,0,0,Mahindra
11812,Hyundai EON Magna Plus,250000,2016,50000,21.1,814,55.2,5,1,0,0,0,0,1,1,Hyundai
11813,Maruti Alto LX,156000,2011,15000,19.7,796,46.3,5,1,0,0,0,0,1,1,Maruti
11814,Ford Figo Petrol EXI,150000,2010,80000,15.6,1196,70,5,1,0,0,0,0,1,1,Ford
11815,Honda WR-V i-DTEC VX,894999,2018,22000,25.5,1498,98.6,5,0,0,1,0,0,0,1,Honda
11816,Mahindra Scorpio 1.99 S4 9S,600000,2016,36908,15.4,1997,120,9,0,0,1,0,0,0,1,Mahindra
11817,Toyota Platinum Etios 1.4 VXD,540000,2016,35000,23.59,1364,67.04,5,0,0,1,0,0,0,1,Toyota
11818,Maruti Swift Dzire VXI,450000,2015,70000,20.85,1197,83.14,5,1,0,0,0,0,1,1,Maruti
11819,Volkswagen Polo Diesel Highline 1.2L,459999,2013,58000,22.07,1199,73.9,5,0,0,1,0,0,0,1,Volkswagen
11820,Fiat Grande Punto 1.3 Dynamic (Diesel),275000,2013,120000,20.3,1248,75,5,1,0,1,0,0,0,1,Fiat
11821,Honda City S,395000,2012,47000,16.8,1497,116.4,5,0,0,0,0,0,1,1,Honda
11822,Skoda Laura 1.9 TDI MT Elegance,325000,2011,89000,17,1896,105,5,0,0,1,0,0,0,1,Skoda
11823,Toyota Fortuner 3.0 Diesel,1200000,2011,196777,11.5,2982,171,7,0,0,1,0,0,0,1,Toyota
11824,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,500000,2018,40000,18.9,1197,81.86,5,1,0,0,0,0,1,1,Hyundai
11825,Audi A3 35 TDI Attraction,1495000,2015,22800,20.38,1968,143,5,0,0,1,0,0,0,0,Audi
11826,Mahindra KUV100 NXT D75 K2 Plus,555000,2018,50000,25.32,1198,77,6,0,0,1,0,0,0,1,Mahindra
11827,Tata Zest Revotron 1.2T XE,300000,2016,80000,17.57,1193,88.7,5,1,0,0,0,0,1,1,Tata
11828,BMW 3 Series 320d,994999,2012,34000,13.2,1995,170,5,0,0,1,0,0,0,0,BMW
11829,Honda Amaze VX i-DTEC,515000,2016,40000,25.8,1498,98.6,5,1,0,1,0,0,0,1,Honda
11830,Maruti Celerio ZXI MT BSIV,450000,2019,15000,23.1,998,67.04,5,1,0,0,0,0,1,1,Maruti
11831,Mahindra Bolero DI,250000,2006,340000,13.6,2523,63,7,1,0,1,0,0,0,1,Mahindra
11832,Maruti Omni MPI STD BSIV,250000,2017,15000,16.8,796,34.2,5,1,0,0,0,0,1,1,Maruti
11833,Hyundai Xcent 1.1 CRDi SX Option,375000,2015,167500,24.4,1120,71,5,1,0,1,0,0,0,1,Hyundai
11834,Maruti Alto 800 VXI Optional,325000,2016,16000,24.7,796,47.3,5,0,0,0,0,0,1,1,Maruti
11835,Maruti Wagon R LXI DUO BSIII,80000,2006,90000,17.3,1061,57.5,5,1,0,0,0,1,0,1,Maruti
11836,Maruti Vitara Brezza ZDi Plus,650000,2016,80000,24.3,1248,88.5,5,1,0,1,0,0,0,1,Maruti
11837,Honda City 2017-2020 GXi,300000,2006,40000,17.7,1497,78,5,1,0,0,0,0,1,1,Honda
11838,Maruti Swift Dzire LDI,325000,2013,70000,23.4,1248,74,5,0,0,1,0,0,0,1,Maruti
11839,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,750000,2017,143000,25.1,1248,88.5,5,1,0,1,0,0,0,1,Maruti
11840,Maruti Ertiga VDI,625000,2015,80000,20.77,1248,88.76,7,1,0,1,0,0,0,1,Maruti
11841,Maruti Alto 800 LXI,250000,2017,20000,24.7,796,47.3,5,1,0,0,0,0,1,1,Maruti
11842,Honda WR-V i-DTEC VX,699000,2017,33000,25.5,1498,98.6,5,0,0,1,0,0,0,1,Honda
11843,Ford Aspire 1.2 Ti-VCT Titanium,450000,2015,30000,18.16,1196,86.8,5,1,0,0,0,0,1,1,Ford
11844,Tata Safari Storme EX,700000,2018,70000,14.1,2179,147.94,7,1,0,1,0,0,0,1,Tata
11845,Tata Indigo LX DiCOR,170000,2013,52000,16.6,1405,70,5,0,0,1,0,0,0,1,Tata
11846,Maruti Swift Dzire Ldi BSIV,250000,2012,154600,19.3,1248,73.9,5,1,0,1,0,0,0,1,Maruti
11847,Hyundai i20 Active 1.4 SX,625000,2015,66392,21.19,1396,88.73,5,0,0,1,0,0,0,1,Hyundai
11848,Honda BRV i-DTEC VX MT,1100000,2018,38000,21.9,1498,98.6,7,0,0,1,0,0,0,1,Honda
11849,Volkswagen Polo 1.5 TDI Highline,500000,2015,120000,20.14,1498,88.8,5,1,0,1,0,0,0,1,Volkswagen
11850,Hyundai Xcent 1.2 VTVT SX,550000,2018,50000,20.14,1197,81.86,5,1,0,0,0,0,1,1,Hyundai
11851,Maruti Ciaz VDi Plus SHVS,700000,2015,60000,28.09,1248,88.5,5,1,0,1,0,0,0,1,Maruti
11852,BMW 3 Series 320d,2900000,2017,20000,13.2,1995,170,5,0,0,1,0,0,0,0,BMW
11853,Toyota Corolla Altis GL MT,894999,2016,27000,14.28,1798,138.03,5,0,0,0,0,0,1,1,Toyota
11854,Mahindra Scorpio S10 7 Seater,850000,2015,80000,15.4,2179,120,7,1,0,1,0,0,0,1,Mahindra
11855,Volkswagen Vento Konekt Diesel Highline,375000,2014,68000,20.54,1598,103.6,5,0,0,1,0,0,0,1,Volkswagen
11856,Mahindra Scorpio SLE BSIV,465000,2012,70000,12.05,2179,120,8,1,0,1,0,0,0,1,Mahindra
11857,Mahindra Bolero 2011-2019 SLX,450000,2012,80000,15.96,2523,62.1,7,1,0,1,0,0,0,1,Mahindra
11858,Mahindra Quanto C4,350000,2014,60000,17.21,1493,100,7,0,0,1,0,0,0,1,Mahindra
11859,Tata Tigor 1.2 Revotron XT,550000,2018,40000,20.3,1199,84,5,1,0,0,0,0,1,1,Tata
11860,Mahindra Bolero 2011-2019 SLE BSIII,625000,2014,56467,15.96,2523,62.1,7,0,0,1,0,0,0,1,Mahindra
11861,Mahindra Bolero Power Plus SLE,750000,2018,20000,16.5,1493,70,7,1,0,1,0,0,0,1,Mahindra
11862,Mahindra Bolero 2011-2019 SLX,525000,2015,107107,15.96,2523,62.1,7,0,0,1,0,0,0,1,Mahindra
11863,Maruti Swift Dzire LXI Option,369000,2016,60000,20.85,1197,83.14,5,1,0,0,0,0,1,1,Maruti
11864,Datsun GO Plus T CVT,265000,2015,14000,18.57,1198,76.43,7,0,0,0,0,0,1,0,Datsun
11865,Renault KWID RXT,200000,2015,30000,25.17,799,53.3,5,1,0,0,0,0,1,1,Renault
11866,Maruti Wagon R LXI,335000,2016,38000,21.79,998,67.05,5,0,0,0,0,0,1,1,Maruti
11867,Maruti Swift LXI,315000,2011,94991,18.6,1197,85.8,5,0,0,0,0,0,1,1,Maruti
11868,Datsun GO T Option Petrol,490000,2019,3300,19.83,1198,67,5,1,0,0,0,0,1,1,Datsun
11869,Hyundai Creta 1.6 CRDi SX Plus,875000,2016,120000,19.67,1582,126.2,5,1,0,1,0,0,0,1,Hyundai
11870,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,1900000,2019,10000,11.36,2755,171.5,7,0,0,1,0,0,0,0,Toyota
11871,Toyota Fortuner 3.0 Diesel,1225000,2010,182432,11.5,2982,171,7,0,0,1,0,0,0,1,Toyota
11872,Hyundai Creta 1.4 EX Diesel,1000000,2019,35000,22.1,1396,88.7,5,1,0,1,0,0,0,1,Hyundai
11873,Maruti Zen Estilo VXI BSIV,220000,2013,14000,19,998,67.1,5,0,0,0,0,0,1,1,Maruti
11874,Tata Tigor 1.2 Revotron XZ Option,600000,2018,15572,20.3,1199,84,5,0,0,0,0,0,1,1,Tata
11875,Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,590000,2014,82100,23,1498,98.96,5,0,0,1,0,0,0,1,Ford
11876,Tata Sumo Gold EX,400000,2015,63063,15.3,2956,83.83,7,0,0,1,0,0,0,1,Tata
11877,Toyota Etios Liva GD,329000,2015,120000,23.59,1364,67.04,5,1,0,1,0,0,0,1,Toyota
11878,Hyundai Creta 1.6 VTVT S,825000,2016,42530,15.29,1591,121.3,5,0,0,0,0,0,1,1,Hyundai
11879,Mahindra Bolero 2011-2019 SLX,450000,2015,93648,15.96,2523,62.1,7,1,0,1,0,0,0,1,Mahindra
11880,Mahindra KUV 100 mFALCON G80 K4 Plus,315000,2017,94000,18.15,1198,82,6,1,0,0,0,0,1,1,Mahindra
11881,Mahindra TUV 300 T8 AMT,775000,2016,15000,18.49,1493,100,7,0,0,1,0,0,0,0,Mahindra
11882,Nissan Terrano XV Premium 110 PS,445000,2014,40000,19.01,1461,108.5,5,0,0,1,0,0,0,1,Nissan
11883,Hyundai Creta 1.6 VTVT S,850000,2016,25000,15.29,1591,121.3,5,1,0,0,0,0,1,1,Hyundai
11884,Jaguar XF Diesel,1299000,2012,73001,14.74,2993,270.9,5,0,0,1,0,0,0,0,Jaguar
11885,Volkswagen Vento New Diesel Highline,260000,2011,36000,20.54,1598,103.5,5,0,0,1,0,0,0,1,Volkswagen
11886,Maruti Wagon R VXI,180000,2009,42000,18.9,998,67.1,5,0,0,0,0,0,1,1,Maruti
11887,Mahindra Renault Logan 1.4 GLX Petrol,140000,2010,110000,15.7,1390,75,5,1,0,0,0,0,1,1,Mahindra
11888,Hyundai EON 1.0 Era Plus,350000,2018,20000,20.3,998,68.05,5,1,0,0,0,0,1,1,Hyundai
11889,Mahindra Bolero DI,300000,2011,70000,13.6,2523,63,7,1,0,1,0,0,0,1,Mahindra
11890,Hyundai Verna 1.6 CRDi SX,475000,2012,65000,23.9,1582,126.2,5,0,0,1,0,0,0,1,Hyundai
11891,Hyundai Verna VTVT 1.6 SX Option,1125000,2017,10000,17,1591,121.3,5,1,0,0,0,0,1,1,Hyundai
11892,Tata Indica eLX,175000,2015,48000,25,1396,69,5,0,0,1,0,0,0,1,Tata
11893,Maruti SX4 S Cross DDiS 200 Delta,545000,2016,59000,23.65,1248,88.5,5,0,0,1,0,0,0,1,Maruti
11894,Hyundai i20 Active SX Diesel,599000,2016,15000,21.19,1396,88.76,5,0,0,1,0,0,0,1,Hyundai
11895,Mahindra KUV100 NXT D75 K8,700000,2020,35000,25.32,1198,77,6,1,0,1,0,0,0,1,Mahindra
11896,Maruti Estilo LXI,180000,2010,15000,19.5,1061,74.34109969,5,1,0,0,0,0,1,1,Maruti
11897,Maruti Wagon R LXI DUO BSIII,165000,2010,78000,17.3,1061,57.5,5,1,0,0,0,1,0,1,Maruti
11898,Maruti Alto LXI,125000,2011,115000,19.7,796,46.3,5,0,0,0,0,0,1,1,Maruti
11899,Ford Ecosport 1.5 Ti VCT AT Titanium,449000,2013,39500,16.5,1499,110,5,0,0,0,0,0,1,0,Ford
11900,Maruti Swift VDI,400000,2012,60000,22.9,1248,74,5,1,0,1,0,0,0,1,Maruti
11901,Hyundai EON Era Plus,260000,2016,39000,21.1,814,55.2,5,0,0,0,0,0,1,1,Hyundai
11902,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,500000,2009,120000,12.8,2494,102,8,1,0,1,0,0,0,1,Toyota
11903,Hyundai Santro Xing XK eRLX EuroIII,60000,2007,50000,17.8,1086,63,5,1,0,0,0,0,1,1,Hyundai
11904,Honda BRV i-DTEC VX MT,775000,2016,49393,21.9,1498,98.6,7,0,0,1,0,0,0,1,Honda
11905,Maruti Wagon R LXI DUO BSIII,240000,2010,45154,17.3,1061,57.5,5,0,0,0,0,1,0,1,Maruti
11906,Hyundai i20 1.4 Asta,750000,2018,38000,22.54,1396,88.73,5,1,0,1,0,0,0,1,Hyundai
11907,Maruti Alto 800 LXI,170000,2013,70000,22.74,796,47.3,5,1,0,0,0,0,1,1,Maruti
11908,Honda Amaze S i-Vtech,330000,2014,44000,18,1198,86.7,5,1,0,0,0,0,1,1,Honda
11909,Hyundai Grand i10 1.2 CRDi Magna,390000,2017,30000,24,1186,73.97,5,1,0,1,0,0,0,1,Hyundai
11910,BMW X3 xDrive20d,2175000,2013,73000,16.09,1995,184,5,0,0,1,0,0,0,0,BMW
11911,Ford Ecosport 1.5 DV5 MT Trend,795000,2018,74435,22.7,1498,89.84,5,0,0,1,0,0,0,1,Ford
11912,Renault KWID RXT,240000,2016,35000,25.17,799,53.3,5,1,0,0,0,0,1,1,Renault
11913,Hyundai i10 Era,150000,2010,70000,19.81,1086,68.05,5,1,0,0,0,0,1,1,Hyundai
11914,Renault Duster 110PS Diesel RxL,415000,2014,110000,19.01,1461,108.45,5,1,0,1,0,0,0,1,Renault
11915,Hyundai Verna VTVT 1.4 EX,789000,2018,16300,19.1,1368,98.6,5,1,0,0,0,0,1,1,Hyundai
11916,Hyundai Santro Xing GL,145000,2011,37429,19.63826453,1086,62,5,0,0,0,0,0,1,1,Hyundai
11917,Maruti Celerio ZXI AT,459999,2016,24262,23.1,998,67.04,5,0,0,0,0,0,1,0,Maruti
11918,Hyundai EON Era,295000,2013,23000,21.1,814,55.2,5,0,0,0,0,0,1,1,Hyundai
11919,BMW 3 Series 320d GT Luxury Line,3450000,2017,33000,19.59,1995,187.74,5,0,0,1,0,0,0,0,BMW
11920,Maruti Swift VXI Optional,570000,2017,27000,20.4,1197,81.8,5,0,0,0,0,0,1,1,Maruti
11921,Mahindra Bolero 2011-2019 SLE,500000,2012,40000,15.96,2523,62.1,7,1,0,1,0,0,0,1,Mahindra
11922,Tata Bolt Revotron XT,375000,2016,30000,17.57,1193,88.7,5,1,0,0,0,0,1,1,Tata
11923,Skoda Rapid 1.6 MPI Ambition,720000,2017,30000,15,1598,105,5,0,0,0,0,0,1,1,Skoda
11924,Ford Figo Diesel ZXI,265000,2014,58187,20,1399,68.05,5,0,0,1,0,0,0,1,Ford
11925,Hyundai EON Magna Plus,235000,2017,70000,21.1,814,55.2,5,1,0,0,0,0,1,1,Hyundai
11926,Maruti Wagon R Stingray VXI,365000,2016,29000,20.51,998,67.04,5,0,0,0,0,0,1,1,Maruti
11927,Hyundai i20 Sportz 1.4 CRDi,390000,2013,65000,21.9,1396,88.76,5,1,0,1,0,0,0,1,Hyundai
11928,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,825000,2010,128787,12.8,2494,102,8,0,0,1,0,0,0,1,Toyota
11929,Maruti Vitara Brezza ZDi,775000,2017,72000,24.3,1248,88.5,5,0,0,1,0,0,0,1,Maruti
11930,Hyundai i20 Sportz 1.4 CRDi,320000,2013,100000,21.9,1396,88.76,5,1,0,1,0,0,0,1,Hyundai
11931,Honda Brio S MT,275000,2012,60000,19.4,1198,86.8,5,0,0,0,0,0,1,1,Honda
11932,Renault Duster 85PS Diesel RxZ,750000,2018,90000,19.87,1461,83.8,5,1,0,1,0,0,0,1,Renault
11933,Maruti Zen Estilo 1.1 LXI BSIII,110000,2007,63522,18.2,1061,64,5,0,0,0,0,0,1,1,Maruti
11934,Hyundai i10 Magna,229999,2009,70000,20.36,1197,78.9,5,1,0,0,0,0,1,1,Hyundai
11935,Volkswagen Jetta 1.9 Highline TDI,299000,2011,39256,15.5,1896,105,5,0,0,1,0,0,0,0,Volkswagen
11936,Hyundai i10 Magna,145000,2011,74953,20.36,1197,78.9,5,0,0,0,0,0,1,1,Hyundai
11937,Maruti Swift VDI BSIV W ABS,200000,2010,185000,17.8,1248,74.34109969,5,1,0,1,0,0,0,1,Maruti
11938,Skoda Rapid 1.6 MPI Ambition BSIV,720000,2017,30000,15.41,1598,103.2,5,0,0,0,0,0,1,1,Skoda
11939,Hyundai i10 Era,225000,2011,41000,19.81,1086,68.05,5,0,0,0,0,0,1,1,Hyundai
11940,Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,1546000,2017,85000,13.68,2393,147.8,8,1,0,1,0,0,0,1,Toyota
11941,Mahindra Scorpio VLX 2WD AIRBAG BSIII,625000,2013,56000,12.05,2179,120,8,0,0,1,0,0,0,1,Mahindra
11942,Maruti Alto K10 LXI,150000,2011,70000,20.92,998,67.1,5,1,0,0,0,0,1,1,Maruti
11943,Nissan Sunny Diesel XL,200999,2012,85000,21.64,1461,84.8,5,1,0,1,0,0,0,1,Nissan
11944,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,595000,2017,135896,22,1498,108.495,5,0,0,1,0,0,0,1,Volkswagen
11945,Maruti Swift Vdi BSIII,225000,2009,35000,17.8,1248,75,5,0,0,1,0,0,0,1,Maruti
11946,Volkswagen Vento 1.5 TDI Highline AT,800000,2016,50000,22.15,1498,108.6,5,1,0,1,0,0,0,0,Volkswagen
11947,Hyundai i10 Sportz 1.1L,380000,2016,10000,19.81,1086,68.05,5,1,0,0,0,0,1,1,Hyundai
11948,Maruti Alto K10 VXI Airbag,360000,2019,10000,23.95,998,67.1,5,1,0,0,0,0,1,1,Maruti
11949,Honda Amaze VX i-VTEC,440000,2017,85000,17.8,1198,86.7,5,1,0,0,0,0,1,1,Honda
11950,Maruti Swift VXI Glory Limited Edition,450000,2016,60000,20.4,1197,83.11,5,1,0,0,0,0,1,1,Maruti
11951,Maruti Baleno Zeta 1.2,560000,2018,50000,21.4,1197,83.1,5,1,0,0,0,0,1,1,Maruti
11952,Ford Ecosport 1.0 Ecoboost Titanium,590000,2015,104278,18.88,999,123.37,5,0,0,0,0,0,1,1,Ford
11953,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,750000,2016,48000,22.54,1396,88.73,5,0,0,1,0,0,0,1,Hyundai
11954,Maruti Celerio VXI,385000,2016,35000,23.1,998,67.04,5,0,0,0,0,0,1,1,Maruti
11955,Maruti Eeco CNG 5 Seater AC BSIV,350000,2018,60000,21.94,1196,61.7,5,1,0,0,0,0,0,1,Maruti
11956,Hyundai i10 Magna,350000,2011,30000,20.36,1197,78.9,5,1,0,0,0,0,1,1,Hyundai
11957,Hyundai EON Era Plus,300000,2019,15000,21.1,814,55.2,5,1,0,0,0,0,1,1,Hyundai
11958,Hyundai Grand i10 CRDi Sportz,425000,2017,40000,24,1120,70,5,1,0,1,0,0,0,1,Hyundai
11959,Maruti Swift VDI,450000,2015,61000,28.4,1248,74,5,0,0,1,0,0,0,1,Maruti
11960,Maruti Alto LX,104000,2008,50000,19.7,796,46.3,5,1,0,0,0,0,1,1,Maruti
11961,Hyundai Creta 1.4 CRDi S,770000,2016,121054,21.38,1396,88.7,5,1,0,1,0,0,0,1,Hyundai
11962,Chevrolet Beat PS,250000,2015,25000,18.6,1199,76.8,5,1,0,0,0,0,1,1,Chevrolet
11963,Mahindra TUV 300 T4,610000,2017,40000,18.49,1493,100,7,1,0,1,0,0,0,1,Mahindra
11964,Toyota Innova 2.5 V Diesel 7-seater,395000,2007,110000,12.8,2494,102,7,0,0,1,0,0,0,1,Toyota
11965,Hyundai Santro Xing GLS,200000,2014,40000,17.92,1086,62.1,5,1,0,0,0,0,1,1,Hyundai
11966,Hyundai Creta 1.6 VTVT E Plus,840000,2017,15000,15.29,1591,121.3,5,0,0,0,0,0,1,1,Hyundai
11967,Ford Freestyle Titanium Plus Petrol BSIV,725000,2018,20000,19,1194,94.68,5,1,0,0,0,0,1,1,Ford
11968,BMW X1 sDrive20d,1150000,2010,106271,17.05,1995,184,5,0,0,1,0,0,0,0,BMW
11969,Maruti Wagon R VXI,360000,2016,11799,20.51,998,67.04,5,1,0,0,0,0,1,1,Maruti
11970,Tata Tiago 1.2 Revotron XZ Plus Dual Tone,555000,2019,11000,23.84,1199,84,5,1,0,0,0,0,1,1,Tata
11971,Chevrolet Sail LS ABS,300000,2013,50000,22.1,1248,74,5,1,0,1,0,0,0,1,Chevrolet
11972,Maruti Swift Dzire ZDI,380000,2012,61000,23.4,1248,74,5,1,0,1,0,0,0,1,Maruti
11973,Hyundai i10 Sportz,199000,2010,35000,20.36,1197,78.9,5,0,0,0,0,0,1,1,Hyundai
11974,Maruti Swift VXI 2018,550000,2018,26000,22,1197,81.8,5,1,0,0,0,0,1,1,Maruti
11975,BMW 5 Series 520d Sport Line,4200000,2017,44000,22.48,1995,187.74,5,0,0,1,0,0,0,0,BMW
11976,Hyundai Grand i10 CRDi Magna,240000,2014,80000,24,1120,70,5,1,0,1,0,0,0,1,Hyundai
11977,Mahindra Thar CRDe ABS,900000,2018,19000,16.55,2498,105,6,0,0,1,0,0,0,1,Mahindra
11978,Ford Ikon 1.6 SXi,100000,2004,35000,14.2,1597,92,5,1,0,0,0,0,1,1,Ford
11979,Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,599000,2018,19000,18.78,999,75,5,0,0,0,0,0,1,1,Volkswagen
11980,Maruti Swift VXI,590000,2019,17600,21.21,1197,81.8,5,1,0,0,0,0,1,1,Maruti
